file,QC_status,num_seqs,sum_len,min_len,avg_len,max_len,Scheme,MLST,allele1,allele2,allele3,allele4,allele5,allele6,allele7,K_Locus,O_Locus,Poppunk,Location
SAMN20975119,PASS,95,"5,242,868",215,"55,188.10","1,262,797",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL30-1,OL3_or_OL13,23,USA:NJ
SAMN09242520,PASS,91,"5,347,920",209,"58,768.40","763,055",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN20849612,PASS,86,"5,179,512",207,"60,226.90","1,237,436",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA:NJ
SAMN09295533,PASS,79,"5,279,479",202,"66,828.80","919,022",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL48,OL3_or_OL13,23,USA
SAMN18742560,PASS,75,"5,233,309",205,"69,777.50","777,538",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL30-1,OL3_or_OL13,23,USA:NJ
SAMN25285901,PASS,73,"5,162,421",215,"70,718.10","849,238",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL30-1,OL3_or_OL13,23,USA:NJ
SAMN18528257,PASS,72,"5,267,822",215,"73,164.20","1,320,965",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL105,OL3_or_OL13,23,USA:NJ
SAMN27514931,PASS,56,"5,219,954",210,"93,213.50","1,874,369",vparahaemolyticus,323,dnaE(93),gyrB(118),recA(6),dtdS(19),pntA(24),pyrC(93),tnaA(81),KL25,OL3_or_OL13,23,USA:NJ
SAMN08965159,PASS,129,"5,289,614",203,"41,004.80","243,235",vparahaemolyticus,324,dnaE(20),gyrB(25),recA(15),dtdS(13),pntA(7),pyrC(3),tnaA(5),KL132,OL4,14,USA
SAMN27514928,PASS,70,"5,077,189",200,"72,531.30","1,692,296",vparahaemolyticus,338,dnaE(149),gyrB(184),recA(31),dtdS(76),pntA(98),pyrC(11),tnaA(84),KL28,OL2,44,USA:NJ
SAMN35217024,FLAG,80,"5,286,395",201,"66,079.90","771,012",vibrio,343,gyrB(202),pyrH(40),recA(197),atpA(139),0,0,0,KLUT4,OL4,#N/A,Spain: Cadiz
SAMN35217028,FLAG,70,"5,159,790",203,"73,711.30","672,649",vibrio,343,gyrB(202),pyrH(40),recA(197),atpA(139),0,0,0,KLUT4,OL4,#N/A,Spain: Cadiz
SAMN18510957,PASS,203,"5,393,257",209,"26,567.80","372,111",vparahaemolyticus,412,dnaE(142),gyrB(29),recA(10),dtdS(7),pntA(14),pyrC(24),tnaA(20),KL120,OL1,5,USA:NJ
SAMN25656903,PASS,140,"5,132,242",205,"36,658.90","1,760,285",vparahaemolyticus,445,dnaE(137),gyrB(238),recA(3),dtdS(194),pntA(122),pyrC(11),tnaA(131),KL124,OL3_or_OL13,87,USA:NJ
SAMN20458877,PASS,66,"5,231,459",200,"79,264.50","1,865,193",vparahaemolyticus,470,dnaE(42),gyrB(248),recA(19),dtdS(76),pntA(129),pyrC(46),tnaA(69),KL131,OL10,125,USA:NJ
SAMN18510953,PASS,76,"4,989,454",200,"65,650.70","409,712",vparahaemolyticus,471,dnaE(175),gyrB(22),recA(168),dtdS(201),pntA(130),pyrC(17),tnaA(73),KL28,OL2,77,USA:NJ
SAMN31814924,PASS,79,"5,154,137",213,"65,242.20","997,915",vparahaemolyticus,481,dnaE(4),gyrB(13),recA(11),dtdS(91),pntA(18),pyrC(9),tnaA(23),KL129,OL3_or_OL13,21,USA:NJ
SAMN32973013,PASS,78,"5,063,689",208,"64,919.10","1,831,723",vparahaemolyticus,481,dnaE(4),gyrB(13),recA(11),dtdS(91),pntA(18),pyrC(9),tnaA(23),KL18,OL6,21,USA:NJ
SAMN27590661,FLAG,88,"5,125,439",206,"58,243.60","1,708,163",vibrio,533,gyrB(253),pyrH(179),recA(222),atpA(19),0,0,0,KL28,OL2,#N/A,USA
SAMN25656894,PASS,94,"5,055,185",216,"53,778.60","1,346,261",vparahaemolyticus,536,dnaE(14),gyrB(30),recA(49),dtdS(11),pntA(49),pyrC(11),tnaA(13),KL55,OL4,241,USA:NJ
SAMN02368229,PASS,93,"5,010,877",203,"53,880.40","542,195",vparahaemolyticus,536,dnaE(14),gyrB(30),recA(49),dtdS(11),pntA(49),pyrC(11),tnaA(13),KL55,OL4,241,USA:FL
SAMN27646140,PASS,117,"5,038,441",203,"43,063.60","706,702",vparahaemolyticus,541,dnaE(17),gyrB(296),recA(13),dtdS(224),pntA(95),pyrC(31),tnaA(26),KL33,OL1,326,USA
SAMN27646136,PASS,114,"5,036,828",204,"44,182.70","706,702",vparahaemolyticus,541,dnaE(17),gyrB(296),recA(13),dtdS(224),pntA(95),pyrC(31),tnaA(26),KL33,OL1,326,USA
SAMN02368241,FLAG,88,"5,186,787",202,"58,940.80","497,394",vibrio,581,gyrB(231),pyrH(50),recA(277),atpA(19),0,0,0,KL129,OL3_or_OL13,#N/A,USA:WA
SAMN02368242,FLAG,87,"5,187,851",203,"59,630.50","497,394",vibrio,581,gyrB(231),pyrH(50),recA(277),atpA(19),0,0,0,KL129,OL3_or_OL13,#N/A,USA:WA
SAMN02368243,FLAG,82,"5,187,423",202,"63,261.30","497,228",vibrio,581,gyrB(231),pyrH(50),recA(277),atpA(19),0,0,0,KL129,OL3_or_OL13,#N/A,USA:WA
SAMN02368240,FLAG,81,"5,186,924",202,"64,036.10","551,892",vibrio,581,gyrB(231),pyrH(50),recA(277),atpA(19),0,0,0,KL129,OL3_or_OL13,#N/A,USA:WA
SAMN02368239,FLAG,73,"5,186,531",202,"71,048.40","540,695",vibrio,581,gyrB(231),pyrH(50),recA(277),atpA(19),0,0,0,KL129,OL3_or_OL13,#N/A,USA:WA
SAMN27114196,FLAG,62,"5,022,497",209,"81,008","1,793,935",vibrio,586,gyrB(293),pyrH(36),recA(282),atpA(60),0,0,0,KL32,OL15,#N/A,USA:NJ
SAMN08902723,PASS,84,"5,110,116",203,"60,834.70","814,936",vparahaemolyticus,630,dnaE(19),gyrB(17),recA(21),dtdS(260),pntA(24),pyrC(23),tnaA(24),KL115,OL3_or_OL13,297,USA
SAMN08902724,PASS,73,"5,110,517",203,"70,007.10","606,363",vparahaemolyticus,630,dnaE(19),gyrB(17),recA(21),dtdS(260),pntA(24),pyrC(23),tnaA(24),KL115,OL3_or_OL13,297,USA
SAMN08965186,PASS,111,"5,229,892",203,"47,116.10","275,965",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN09242494,PASS,96,"5,229,413",207,"54,473.10","695,075",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN08965165,PASS,88,"5,231,846",207,"59,452.80","703,450",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN06042542,PASS,85,"5,208,281",212,"61,273.90","527,743",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,0
SAMN13283476,PASS,82,"5,237,933",207,"63,877.20","831,004",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN08965185,PASS,81,"5,233,877",207,"64,615.80","907,960",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN06042543,PASS,81,"5,235,750",220,"64,638.90","527,743",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,0
SAMN08965152,PASS,80,"5,232,194",207,"65,402.40","708,712",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283453,PASS,76,"5,237,762",207,"68,917.90","1,224,270",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283505,PASS,76,"5,238,005",207,"68,921.10","1,224,270",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283483,PASS,74,"5,238,124",207,"70,785.50","1,224,270",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283509,PASS,73,"5,236,947",207,"71,739","1,224,270",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283455,PASS,70,"5,237,747",207,"74,825","1,813,886",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN13283474,PASS,67,"5,237,619",207,"78,173.40","1,224,270",vparahaemolyticus,631,dnaE(222),gyrB(128),recA(21),dtdS(69),pntA(46),pyrC(236),tnaA(12),KL15,OL11,4,USA
SAMN33214614,PASS,71,"5,242,526",203,"73,838.40","1,283,489",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA
SAMN32316476,PASS,68,"5,251,939",201,"77,234.40","1,815,209",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA
SAMN13634676,PASS,85,"5,242,775",201,"61,679.70","784,155",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA: Connecticut
SAMN06917277,PASS,71,"5,226,985",201,"73,619.50","844,794",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,0
SAMN13634677,PASS,60,"5,242,378",203,"87,373","1,296,380",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA: Connecticut
SAMN31466620,PASS,59,"5,097,734",204,"86,402.30","1,792,143",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA:NJ
SAMN18528256,PASS,56,"5,095,095",204,"90,983.80","1,760,050",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,USA:NJ
SAMN03177811,PASS,86,"5,237,292",201,"60,898.70","665,668",vparahaemolyticus,674,dnaE(83),gyrB(82),recA(73),dtdS(83),pntA(4),pyrC(77),tnaA(58),KL17,OL14,30,0
SAMN03358819,PASS,109,"5,049,669",200,"46,327.20","799,250",vparahaemolyticus,676,dnaE(60),gyrB(106),recA(31),dtdS(72),pntA(66),pyrC(62),tnaA(65),KL130,OL8,124,USA:AL
SAMN02368254,PASS,102,"5,019,401",200,"49,209.80","799,250",vparahaemolyticus,676,dnaE(60),gyrB(106),recA(31),dtdS(72),pntA(66),pyrC(62),tnaA(65),KL130,OL8,124,USA:VA
SAMN02368252,PASS,96,"5,017,694",200,"52,267.60","799,250",vparahaemolyticus,676,dnaE(60),gyrB(106),recA(31),dtdS(72),pntA(66),pyrC(62),tnaA(65),KL130,OL8,124,USA:VA
SAMN02368253,PASS,91,"5,017,366",202,"55,135.90","799,250",vparahaemolyticus,676,dnaE(60),gyrB(106),recA(31),dtdS(72),pntA(66),pyrC(62),tnaA(65),KL130,OL8,124,USA:VA
SAMN02741390,PASS,66,"5,025,344",205,"76,141.60","800,720",vparahaemolyticus,676,dnaE(60),gyrB(106),recA(31),dtdS(72),pntA(66),pyrC(62),tnaA(65),KL130,OL8,124,USA
SAMN19796194,PASS,57,"5,016,098",204,"88,001.70","1,266,022",vparahaemolyticus,721,dnaE(60),gyrB(143),recA(233),dtdS(29),pntA(47),pyrC(78),tnaA(17),KL28,OL2,404,USA:NJ
SAMN02368227,PASS,144,"5,125,267",202,"35,592.10","503,561",vparahaemolyticus,732,dnaE(241),gyrB(330),recA(205),dtdS(253),pntA(28),pyrC(22),tnaA(188),KL10,OL4-1,1043,USA:LA
SAMN02368232,PASS,99,"4,949,603",200,"49,996","526,324",vparahaemolyticus,734,dnaE(235),gyrB(22),recA(25),dtdS(273),pntA(164),pyrC(254),tnaA(20),KL139,OL11,1042,USA:FL
SAMN02368255,PASS,83,"4,896,365",201,"58,992.30","438,532",vparahaemolyticus,737,dnaE(45),gyrB(336),recA(143),dtdS(7),pntA(171),pyrC(255),tnaA(36),KLUT6,OL6,478,USA:FL
SAMN02368265,PASS,132,"5,080,743",208,"38,490.50","376,708",vparahaemolyticus,739,dnaE(17),gyrB(331),recA(235),dtdS(23),pntA(33),pyrC(137),tnaA(94),KL121,OL11,1039,USA:FL
SAMN02368270,PASS,125,"5,068,138",200,"40,545.10","755,217",vparahaemolyticus,741,dnaE(26),gyrB(16),recA(41),dtdS(224),pntA(31),pyrC(32),tnaA(23),KL122,OL3_or_OL13,312,USA:SC
SAMN19918858,PASS,73,"5,049,173",203,"69,166.80","1,763,945",vparahaemolyticus,741,dnaE(26),gyrB(16),recA(41),dtdS(224),pntA(31),pyrC(32),tnaA(23),KL122,OL3_or_OL13,312,USA:NJ
SAMN02368274,PASS,97,"4,935,367",200,"50,880.10","730,033",vparahaemolyticus,743,dnaE(17),gyrB(64),recA(137),dtdS(60),pntA(94),pyrC(11),tnaA(51),KL138,OL5,238,USA:FL
SAMN31466635,PASS,53,"5,083,454",203,"95,914.20","1,180,403",vparahaemolyticus,750,dnaE(17),gyrB(57),recA(52),dtdS(285),pntA(44),pyrC(28),tnaA(36),KL56,OL5,33,USA:NJ
SAMN27590324,PASS,90,"5,070,911",204,"56,343.50","1,746,444",vparahaemolyticus,758,dnaE(238),gyrB(106),recA(75),dtdS(123),pntA(30),pyrC(11),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN12783979,PASS,192,"5,267,380",204,"27,434.30","486,663",vparahaemolyticus,762,dnaE(240),gyrB(337),recA(240),dtdS(19),pntA(169),pyrC(262),tnaA(185),KL6,OL3_or_OL13,296,USA
SAMN08965149,PASS,136,"5,302,445",204,"38,988.60","486,528",vparahaemolyticus,762,dnaE(240),gyrB(337),recA(240),dtdS(19),pntA(169),pyrC(262),tnaA(185),KL6,OL3_or_OL13,296,USA
SAMN08965151,PASS,130,"5,294,349",204,"40,725.80","406,990",vparahaemolyticus,762,dnaE(240),gyrB(337),recA(240),dtdS(19),pntA(169),pyrC(262),tnaA(185),KL6,OL3_or_OL13,296,USA
SAMN18528232,PASS,104,"5,185,310",203,"49,858.80","891,552",vparahaemolyticus,767,dnaE(111),gyrB(239),recA(205),dtdS(195),pntA(28),pyrC(46),tnaA(23),KLUT1,OL3_or_OL13,412,USA:NJ
SAMN13283520,PASS,114,"5,135,485",204,"45,048.10","635,200",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN08965134,PASS,77,"5,139,583",204,"66,747.80","616,627",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN13283446,PASS,68,"5,148,032",204,"75,706.40","1,752,930",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN31814925,PASS,68,"5,248,778",206,"77,187.90","1,932,513",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL48,OL3_or_OL13,37,USA:NJ
SAMN09074637,PASS,67,"5,144,846",203,"76,788.70","810,750",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN02741395,PASS,67,"5,216,202",206,"77,853.80","1,826,654",vparahaemolyticus,768,dnaE(29),gyrB(339),recA(75),dtdS(123),pntA(30),pyrC(18),tnaA(46),KL12,OL3_or_OL13,37,USA
SAMN13283460,PASS,89,"5,123,069",211,"57,562.60","1,908,049",vparahaemolyticus,771,dnaE(20),gyrB(296),recA(3),dtdS(187),pntA(26),pyrC(6),tnaA(2),KL117,OL6,85,USA
SAMN09074632,PASS,77,"5,120,133",219,"66,495.20","725,345",vparahaemolyticus,771,dnaE(20),gyrB(296),recA(3),dtdS(187),pntA(26),pyrC(6),tnaA(2),KL117,OL6,85,USA
SAMN02368273,PASS,143,"5,109,773",207,"35,732.70","436,541",vparahaemolyticus,775,dnaE(31),gyrB(16),recA(13),dtdS(36),pntA(33),pyrC(11),tnaA(19),KL20-1,OL1,65,USA:SC
SAMN02368272,PASS,134,"5,108,323",202,"38,121.80","436,541",vparahaemolyticus,775,dnaE(31),gyrB(16),recA(13),dtdS(36),pntA(33),pyrC(11),tnaA(19),KL20-1,OL1,65,USA:SC
SAMN02368271,PASS,123,"5,094,778",207,"41,421","436,541",vparahaemolyticus,775,dnaE(31),gyrB(16),recA(13),dtdS(36),pntA(33),pyrC(11),tnaA(19),KL20-1,OL1,65,USA:SC
SAMN19796170,PASS,148,"5,419,838",201,"36,620.50","707,812",vparahaemolyticus,807,dnaE(176),gyrB(197),recA(245),dtdS(298),pntA(6),pyrC(39),tnaA(66),KL66,OL1,139,USA:NJ
SAMN02741392,PASS,99,"5,229,658",204,"52,824.80","879,384",vparahaemolyticus,810,dnaE(28),gyrB(144),recA(116),dtdS(138),pntA(26),pyrC(177),tnaA(61),KL156,OL12,64,USA
SAMN31537100,PASS,88,"5,092,259",200,"57,866.60","1,014,123",vparahaemolyticus,810,dnaE(28),gyrB(144),recA(116),dtdS(138),pntA(26),pyrC(177),tnaA(61),KL156,OL12,64,USA:NJ
SAMN02741393,PASS,85,"5,203,520",203,"61,217.90","695,798",vparahaemolyticus,811,dnaE(29),gyrB(7),recA(22),dtdS(12),pntA(20),pyrC(22),tnaA(24),KL107,OL3_or_OL13,25,USA
SAMN18528226,PASS,105,"5,380,982",203,"51,247.40","693,999",vparahaemolyticus,847,dnaE(148),gyrB(355),recA(74),dtdS(19),pntA(127),pyrC(101),tnaA(202),KL28,OL2,17,USA:NJ
SAMN18528258,PASS,82,"5,280,666",203,"64,398.40","1,230,804",vparahaemolyticus,896,dnaE(28),gyrB(17),recA(21),dtdS(119),pntA(20),pyrC(23),tnaA(24),KL121,OL3_or_OL13,51,USA:NJ
SAMN35217049,PASS,95,"5,166,918",203,"54,388.60","494,618",vparahaemolyticus,966,dnaE(12),gyrB(312),recA(25),dtdS(342),pntA(26),pyrC(37),tnaA(132),KL58,OL1,487,Spain: Cadiz
SAMN08965192,PASS,136,"5,366,321",204,"39,458.20","280,640",vparahaemolyticus,1039,dnaE(14),gyrB(30),recA(49),dtdS(78),pntA(27),pyrC(11),tnaA(13),KL117,OL6,220,USA
SAMN35217013,PASS,51,"5,017,066",204,"98,373.80","1,745,540",vparahaemolyticus,1087,dnaE(83),gyrB(49),recA(62),dtdS(70),pntA(181),pyrC(289),tnaA(57),KL45,OL3_or_OL13,138,Spain: Cadiz
SAMN02368223,PASS,73,"5,088,966",207,"69,711.90","685,240",vparahaemolyticus,1133,dnaE(214),gyrB(329),recA(30),dtdS(19),pntA(26),pyrC(69),tnaA(26),KL139,OL16,315,USA:TX
SAMN03358816,PASS,71,"5,181,733",207,"72,982.20","696,453",vparahaemolyticus,1133,dnaE(214),gyrB(329),recA(30),dtdS(19),pntA(26),pyrC(69),tnaA(26),KL139,OL16,315,USA:TX
SAMN02368225,PASS,109,"5,199,730",208,"47,703.90","539,163",vparahaemolyticus,1134,dnaE(137),gyrB(212),recA(19),dtdS(139),pntA(129),pyrC(46),tnaA(14),KL131,OL10,185,USA:TX
SAMN02368224,PASS,107,"5,044,163",208,"47,141.70","539,591",vparahaemolyticus,1134,dnaE(137),gyrB(212),recA(19),dtdS(139),pntA(129),pyrC(46),tnaA(14),KL131,OL10,185,USA:TX
SAMN02368245,PASS,105,"5,264,261",201,"50,135.80","543,536",vparahaemolyticus,1135,dnaE(63),gyrB(326),recA(231),dtdS(191),pntA(48),pyrC(120),tnaA(24),KL120,OL10,184,USA:ME
SAMN13633982,PASS,155,"4,954,371",200,"31,963.70","718,764",vparahaemolyticus,1136,dnaE(31),gyrB(327),recA(13),dtdS(157),pntA(14),pyrC(3),tnaA(20),KL43,OL1,240,USA: Connecticut
SAMN02368247,PASS,109,"5,163,200",224,"47,368.80","565,072",vparahaemolyticus,1136,dnaE(31),gyrB(327),recA(13),dtdS(157),pntA(14),pyrC(3),tnaA(20),KL43,OL1,240,USA:ME
SAMN02368268,PASS,100,"5,049,000",201,"50,490","470,205",vparahaemolyticus,1140,dnaE(19),gyrB(295),recA(295),dtdS(223),pntA(136),pyrC(11),tnaA(13),KL37,OL4,239,USA:FL
SAMN27591407,PASS,76,"5,172,482",203,"68,059","1,414,752",vparahaemolyticus,1141,dnaE(51),gyrB(57),recA(75),dtdS(353),pntA(45),pyrC(78),tnaA(231),KL102,OL10,540,USA
SAMN02368235,PASS,98,"5,053,796",200,"51,569.30","312,681",vparahaemolyticus,1142,dnaE(26),gyrB(118),recA(13),dtdS(321),pntA(33),pyrC(32),tnaA(155),KL114,OL101,1041,USA:LA
SAMN02368266,PASS,86,"5,133,271",202,"59,689.20","537,302",vparahaemolyticus,1146,dnaE(36),gyrB(285),recA(292),dtdS(250),pntA(26),pyrC(227),tnaA(26),KL42,OL4,1038,USA:FL
SAMN02368244,PASS,87,"5,103,913",202,"58,665.70","534,699",vparahaemolyticus,1148,dnaE(293),gyrB(16),recA(13),dtdS(57),pntA(24),pyrC(16),tnaA(20),KL25,OL3_or_OL13,1040,USA:WA
SAMN03358826,PASS,165,"5,080,806",200,"30,792.80","369,129",vparahaemolyticus,1149,dnaE(59),gyrB(417),recA(95),dtdS(361),pntA(14),pyrC(32),tnaA(232),KL119,OL5,237,USA:FL
SAMN03358825,PASS,160,"5,081,559",205,"31,759.70","369,129",vparahaemolyticus,1149,dnaE(59),gyrB(417),recA(95),dtdS(361),pntA(14),pyrC(32),tnaA(232),KL119,OL5,237,USA:FL
SAMN02368275,PASS,151,"5,075,998",200,"33,615.90","369,129",vparahaemolyticus,1149,dnaE(59),gyrB(417),recA(95),dtdS(361),pntA(14),pyrC(32),tnaA(232),KL119,OL5,237,USA:FL
SAMN02368250,PASS,119,"5,070,068",202,"42,605.60","443,033",vparahaemolyticus,1150,dnaE(56),gyrB(16),recA(237),dtdS(362),pntA(33),pyrC(59),tnaA(20),KL139,OL5,183,USA:ME
SAMN02368261,PASS,80,"5,116,032",200,"63,950.40","566,090",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA:PEI
SAMN02368259,PASS,79,"5,116,822",200,"64,769.90","565,784",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA:PEI
SAMN03358823,PASS,78,"5,151,347",200,"66,042.90","566,090",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA
SAMN02368263,PASS,76,"5,114,364",200,"67,294.30","649,977",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA:PEI
SAMN03358822,PASS,75,"5,117,377",200,"68,231.70","565,738",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA:PEI
SAMN03358824,PASS,72,"5,117,357",200,"71,074.40","566,030",vparahaemolyticus,1151,dnaE(47),gyrB(328),recA(299),dtdS(13),pntA(2),pyrC(256),tnaA(23),KL5,OL3_or_OL13,89,USA:PEI
SAMN02368264,PASS,102,"4,928,968",201,"48,323.20","430,791",vparahaemolyticus,1152,dnaE(3),gyrB(16),recA(192),dtdS(363),pntA(206),pyrC(335),tnaA(2),KL136,OL11,104,USA:PEI
SAMN03358821,PASS,102,"4,930,795",201,"48,341.10","430,791",vparahaemolyticus,1152,dnaE(3),gyrB(16),recA(192),dtdS(363),pntA(206),pyrC(335),tnaA(2),KL136,OL11,104,USA:PEI
SAMN18434346,PASS,82,"5,144,956",212,"62,743.40","568,350",vparahaemolyticus,1152,dnaE(3),gyrB(16),recA(192),dtdS(363),pntA(206),pyrC(335),tnaA(2),KL136,OL11,104,China:Beijing
SAMN18434344,PASS,80,"5,026,531",200,"62,831.60","567,996",vparahaemolyticus,1152,dnaE(3),gyrB(16),recA(192),dtdS(363),pntA(206),pyrC(335),tnaA(2),KL136,OL11,104,China:Guangzhou
SAMN02368267,PASS,103,"4,890,179",200,"47,477.50","368,779",vparahaemolyticus,1153,dnaE(49),gyrB(16),recA(13),dtdS(364),pntA(33),pyrC(31),tnaA(2),KL109,OL11,313,USA:FL
SAMN27591397,PASS,101,"5,144,296",200,"50,933.60","562,753",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN27646144,PASS,97,"5,148,851",211,"53,080.90","590,724",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN27590332,PASS,80,"5,060,948",216,"63,261.90","574,279",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN27591390,PASS,77,"5,050,579",200,"65,591.90","527,137",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN33426069,PASS,76,"5,054,106",200,"66,501.40","574,307",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN27590655,PASS,72,"4,964,630",200,"68,953.20","737,063",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN33426065,PASS,65,"5,052,819",211,"77,735.70","574,142",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
SAMN08902773,PASS,258,"5,896,568",211,"22,854.90","504,778",vparahaemolyticus,1155,dnaE(17),gyrB(323),recA(6),dtdS(23),pntA(171),pyrC(29),tnaA(155),KL117,OL6,24,USA
